,RIC,Date,Gamma Estimate,CI Lower Bound,CI Upper Bound
72,CLN.S,2024-01-15,1.1105819047530818e-09,6.45443655772928e-10,1.5757201537332357e-09
73,CLN.S,2024-01-16,1.74277061632681e-10,7.127544737481058e-11,2.772786758905514e-10
74,CLN.S,2024-01-17,9.336142702608434e-10,4.2113035116339136e-10,1.4460981893582954e-09
75,CLN.S,2024-01-18,1.4238713807212953e-10,7.980351005658221e-11,2.0497076608767686e-10
76,CLN.S,2024-01-19,1.8041356278072485e-09,9.701373674099893e-10,2.6381338882045077e-09
77,CLN.S,2024-01-22,2.0900334465871072e-10,-6.110588070222548e-11,4.791125700196469e-10
78,CLN.S,2024-01-23,6.432827875000916e-10,4.69685855119934e-10,8.168797198802493e-10
79,CLN.S,2024-01-24,5.114180904409789e-10,3.511979991193289e-10,6.71638181762629e-10
80,CLN.S,2024-01-25,2.1343767489703982e-10,-3.133866170281197e-10,7.402619668221993e-10
81,CLN.S,2024-01-26,3.336258714488847e-10,-4.246001565119953e-11,7.09711758548969e-10
82,CLN.S,2024-01-29,4.5193825051897333e-10,2.209323640487004e-10,6.829441369892463e-10
83,CLN.S,2024-01-30,2.814400427017714e-10,1.5551962629156886e-10,4.0736045911197396e-10
84,CLN.S,2024-01-31,1.025320956395739e-09,-5.929263138705886e-10,2.643568226662067e-09
85,CLN.S,2024-02-01,1.4060980084249892e-10,3.0608726874418674e-11,2.5061087481057915e-10
86,CLN.S,2024-02-02,2.544606218104699e-10,-1.519733949008438e-10,6.608946385217835e-10
87,CLN.S,2024-02-05,2.454166612770705e-10,-8.712997949477463e-12,4.995463205036184e-10
88,CLN.S,2024-02-06,7.549745379833904e-11,4.2687839466825075e-12,1.4672612364999556e-10
89,CLN.S,2024-02-07,4.0106135966692323e-10,-3.7150904911766526e-11,8.39273624245613e-10
90,CLN.S,2024-02-08,1.4849280244431586e-08,5.479857353741128e-09,2.4218703135122045e-08
91,CLN.S,2024-02-09,2.6996892546501236e-09,3.761586358974226e-10,5.023219873402825e-09
92,CLN.S,2024-02-12,9.315190804156425e-10,3.9617101018742045e-10,1.4668671506438644e-09
93,CLN.S,2024-02-13,6.054086542163147e-10,-7.092669250585042e-11,1.2817440009384798e-09
94,CLN.S,2024-02-14,8.988114825371074e-10,5.956812271896127e-10,1.2019417378846022e-09
95,CLN.S,2024-02-15,6.847652252917572e-11,-1.4492130474268807e-11,1.5144517553262024e-10
96,CLN.S,2024-02-16,4.858233167139324e-10,2.3286731511420725e-10,7.387793183136575e-10
97,CLN.S,2024-02-19,3.589952014466333e-10,-5.251429864068879e-10,1.2431333893001544e-09
98,CLN.S,2024-02-20,3.1761445406348456e-10,5.709989425320515e-11,5.78129013873764e-10
99,CLN.S,2024-02-21,1.0596263133986185e-09,1.9181520603152742e-10,1.9274374207657093e-09
100,CLN.S,2024-02-22,3.393257157378906e-10,2.1556743627513134e-11,6.570946878482681e-10
101,CLN.S,2024-02-23,1.5962674493203964e-10,-3.774257282923065e-12,3.2302774714700234e-10
102,CLN.S,2024-02-26,2.700719382231778e-10,1.7251551534130433e-10,3.676283611050513e-10
103,CLN.S,2024-02-27,2.1103215150456032e-10,9.362655679632664e-11,3.28437746212794e-10
104,CLN.S,2024-02-28,2.3061981468980495e-10,-2.3187845050028253e-10,6.931180798798925e-10
105,CLN.S,2024-02-29,4.381818180206461e-10,2.852127399657508e-10,5.911508960755414e-10
106,CLN.S,2024-03-01,1.5216329433209758e-09,1.045047215687509e-09,1.9982186709544426e-09
107,CLN.S,2024-03-04,1.9262890403231208e-10,1.5200475292539016e-10,2.33253055139234e-10
108,CLN.S,2024-03-05,1.7301658829816424e-10,5.740790065751434e-11,2.886252759388141e-10
109,CLN.S,2024-03-06,1.8997830445676834e-10,-2.0847278706232756e-10,5.884293959758643e-10
110,CLN.S,2024-03-07,2.4321372348672557e-10,1.7305863319104884e-10,3.133688137824023e-10
111,CLN.S,2024-03-08,4.111140892338413e-10,1.7935587635057407e-10,6.428723021171085e-10
112,CLN.S,2024-03-11,3.773665302210496e-10,-1.2127376997726089e-10,8.760068304193601e-10
113,CLN.S,2024-03-12,2.530950652362161e-10,-3.746060536788603e-10,8.807961841512924e-10
114,CLN.S,2024-03-13,7.126844089968999e-10,5.154759535525913e-10,9.098928644412084e-10
115,CLN.S,2024-03-14,1.2954016300205758e-09,-2.6432778387353305e-10,2.8551310439146847e-09
116,CLN.S,2024-03-15,2.7422529166373577e-10,1.0120677203006934e-11,5.383299061244646e-10
117,CLN.S,2024-03-18,8.169771160656993e-11,-1.711810946220235e-10,3.345765178351634e-10
118,DOKA.S,2023-12-21,5.0859033127953386e-08,2.1607408740187527e-08,8.011065751571925e-08
119,DOKA.S,2023-12-22,6.15607378766272e-08,-2.6540928414636024e-08,1.4966240416789042e-07
120,DOKA.S,2023-12-27,9.35535773177509e-08,-2.344240536855742e-08,2.1054956000405923e-07
121,DOKA.S,2023-12-28,1.2851800953454406e-07,6.126715896723417e-08,1.9576886010185397e-07
122,DOKA.S,2023-12-29,8.920550843804077e-08,7.083165056089517e-10,1.7770270037047258e-07
123,DOKA.S,2024-01-03,6.659408284457109e-08,3.20669802665807e-08,1.0112118542256148e-07
124,DOKA.S,2024-01-04,9.573396717044451e-08,-2.3203469641968686e-09,1.937882813050859e-07
125,DOKA.S,2024-01-05,3.954408510851084e-08,-4.011544829841788e-09,8.309971504686347e-08
126,DOKA.S,2024-01-08,5.624758916619613e-08,2.1699625021538392e-08,9.079555331085387e-08
127,DOKA.S,2024-01-09,1.5670588224636437e-07,3.867049213803011e-09,3.0954471527892573e-07
128,DOKA.S,2024-01-10,1.129089403356657e-07,1.7129188852325012e-08,2.086886918190064e-07
129,DOKA.S,2024-01-11,2.1082889062064518e-08,1.3519574779932547e-08,2.864620334419649e-08
130,DOKA.S,2024-01-12,3.091572049329384e-08,-2.5587658931783326e-08,8.7419099918371e-08
131,DOKA.S,2024-01-15,1.4842599547079993e-07,1.2992574094150127e-09,2.9555273353218486e-07
132,DOKA.S,2024-01-16,9.364982301813442e-08,9.991227051608317e-09,1.7730841898466052e-07
133,DOKA.S,2024-01-17,4.579985709536009e-08,4.529110515482767e-09,8.707060367523742e-08
134,DOKA.S,2024-01-18,7.237360230072973e-07,4.7071906769554394e-07,9.767529783190506e-07
135,DOKA.S,2024-01-19,1.8148137455087065e-07,6.203472094422858e-08,3.0092802815751274e-07
136,DOKA.S,2024-01-22,4.252959231932834e-08,4.0899418564279356e-09,8.096924278222874e-08
137,DOKA.S,2024-01-23,5.1632658709676027e-08,2.3132758732420213e-08,8.013255868693184e-08
138,DOKA.S,2024-01-24,7.074193946128947e-08,3.9411587843712896e-08,1.0207229107886606e-07
139,DOKA.S,2024-01-25,1.5380087231670374e-07,2.026271254108948e-08,2.8733903209231803e-07
140,DOKA.S,2024-01-26,4.2607641739856963e-08,2.118800827241161e-08,6.402727520730231e-08
141,DOKA.S,2024-01-29,1.0021734129546638e-07,-8.874760933626879e-08,2.8918229192720154e-07
142,DOKA.S,2024-01-30,5.5856802165872515e-08,-9.038351953425049e-08,2.0209712386599554e-07
143,DOKA.S,2024-01-31,1.6607285026486412e-07,-1.4374396926310512e-07,4.758896697928334e-07
144,DOKA.S,2024-02-01,5.509440689038234e-08,2.715757672236532e-08,8.303123705839936e-08
145,DOKA.S,2024-02-02,7.855196617939764e-08,-6.645483539660304e-10,1.5776848071276132e-07
146,DOKA.S,2024-02-05,1.7596319828126227e-07,-1.1570493144252522e-07,4.6763132800504976e-07
147,DOKA.S,2024-02-06,6.68907027411289e-08,3.4345153635521574e-08,9.943625184673622e-08
148,DOKA.S,2024-02-07,6.713514631792355e-08,8.2486840826861e-09,1.2602160855316098e-07
149,DOKA.S,2024-02-08,4.2421756106333304e-07,4.532462400900092e-08,8.031104981176651e-07
150,DOKA.S,2024-02-09,2.2433549886878775e-07,-1.0370183426403684e-07,5.523728320016123e-07
151,DOKA.S,2024-02-12,1.2090696590223434e-07,-1.3394812033156286e-09,2.431534130077843e-07
152,DOKA.S,2024-02-13,1.6128103986122195e-07,-4.789830402132674e-09,3.273519101245766e-07
153,DOKA.S,2024-02-14,3.706058637005345e-08,-2.0530144682556035e-08,9.465131742266293e-08
154,DOKA.S,2024-02-15,2.7685779870515525e-06,-1.711291673062529e-06,7.2484476471656336e-06
155,DOKA.S,2024-02-16,6.253983035737253e-08,4.7310731862438627e-08,7.776892885230643e-08
156,DOKA.S,2024-02-19,2.0501402143807902e-07,6.734457171381905e-08,3.42683471162339e-07
157,DOKA.S,2024-02-20,4.3226935014679177e-08,-6.537352604758103e-08,1.5182739607693937e-07
158,DOKA.S,2024-02-21,7.805836433933259e-08,1.862697030758454e-08,1.3748975837108065e-07
159,DOKA.S,2024-02-22,2.408152150699211e-08,-4.775826151347066e-08,9.592130452745489e-08
160,DOKA.S,2024-02-23,5.371293833269569e-08,-2.5741382633818358e-09,1.1000001492877322e-07
161,DOKA.S,2024-02-26,3.998316097320404e-08,3.158473760518055e-08,4.8381584341227536e-08
162,DOKA.S,2024-02-27,5.747445611981181e-08,1.953370070999261e-08,9.541521152963102e-08
163,DOKA.S,2024-02-28,8.721853386170424e-08,1.0478254124198937e-08,1.6395881359920956e-07
164,DOKA.S,2024-02-29,1.1314612677122712e-06,5.298015621969044e-07,1.733120973227638e-06
165,DOKA.S,2024-03-01,1.901597267606313e-07,-1.5404119112492267e-07,5.343606446461852e-07
166,DOKA.S,2024-03-04,7.328448919357443e-08,1.3194513654138439e-08,1.3337446473301043e-07
167,DOKA.S,2024-03-05,6.385304599444222e-08,3.257591071670929e-08,9.513018127217516e-08
168,DOKA.S,2024-03-06,3.6068999180568776e-08,-5.810205838959538e-09,7.794820420009708e-08
169,DOKA.S,2024-03-07,2.421865733063749e-07,1.290887980482415e-07,3.552843485645084e-07
170,DOKA.S,2024-03-08,6.456349324973272e-08,2.4961021275621766e-08,1.0416596522384366e-07
171,DOKA.S,2024-03-11,4.417812799303822e-08,2.3367041837466094e-08,6.498921414861034e-08
172,DOKA.S,2024-03-12,9.448637696064342e-08,-3.120386848843426e-08,2.201766224097211e-07
173,DOKA.S,2024-03-13,4.584345199867096e-08,3.838953199307597e-08,5.329737200426595e-08
174,DOKA.S,2024-03-14,7.636485892524753e-08,2.008491708599672e-08,1.3264480076449834e-07
175,DOKA.S,2024-03-15,2.2632779790326216e-08,-6.468783805335018e-08,1.0995339763400262e-07
176,DOKA.S,2024-03-18,5.982480159145821e-08,-7.23898583209053e-08,1.9203946150382173e-07
177,GIVN.S,2023-12-21,1.741090132632331e-08,1.0830256461069428e-08,2.399154619157719e-08
178,GIVN.S,2023-12-22,1.696387689746758e-08,3.037126660480614e-09,3.089062713445455e-08
179,GIVN.S,2023-12-27,1.5787070335257398e-08,9.848211717746104e-09,2.172592895276869e-08
180,GIVN.S,2023-12-28,3.4062660813321456e-08,-1.0719696431440462e-08,7.884501805808338e-08
181,GIVN.S,2023-12-29,1.568548070965632e-08,1.1465856316154558e-08,1.990510510315808e-08
182,GIVN.S,2024-01-03,1.2515022632082859e-08,3.746356823872248e-09,2.128368844029347e-08
183,GIVN.S,2024-01-04,8.041756228091174e-08,4.219561346017254e-08,1.1863951110165094e-07
184,GIVN.S,2024-01-05,9.777081482267739e-09,3.302644907701029e-09,1.625151805683445e-08
185,GIVN.S,2024-01-08,3.669257132231797e-08,2.6461759633159148e-08,4.692338301147679e-08
186,GIVN.S,2024-01-09,5.392168684847147e-09,-1.4491359757846033e-09,1.2233473345478898e-08
187,GIVN.S,2024-01-10,2.8917772829901026e-08,1.9095846944181914e-08,3.873969871562014e-08
188,GIVN.S,2024-01-11,4.036750589604816e-08,3.094933008093889e-08,4.9785681711157435e-08
189,GIVN.S,2024-01-12,2.6072509856177485e-08,1.8528062064883513e-08,3.361695764747146e-08
190,GIVN.S,2024-01-15,1.5637810484715527e-08,4.351511743959848e-09,2.6924109225471206e-08
191,GIVN.S,2024-01-16,9.478308006994632e-09,-7.066429793031284e-10,1.9663258993292394e-08
192,GIVN.S,2024-01-17,3.845565843538349e-09,9.94266531582836e-10,6.696865155493862e-09
193,GIVN.S,2024-01-18,1.1577706452378144e-08,7.633233022920696e-09,1.552217988183559e-08
194,GIVN.S,2024-01-19,6.940961436620128e-09,1.4314130709034677e-09,1.2450509802336788e-08
195,GIVN.S,2024-01-22,8.20990137701019e-09,4.912735243994172e-09,1.1507067510026207e-08
196,GIVN.S,2024-01-23,2.922127424339129e-08,2.2253532360246863e-08,3.6189016126535717e-08
197,GIVN.S,2024-01-24,2.2202778225018272e-08,4.1270594645462766e-09,4.027849698549027e-08
198,GIVN.S,2024-01-25,3.5762424439210385e-09,-1.89742031543693e-09,9.049905203279008e-09
199,GIVN.S,2024-01-26,2.1379796587540577e-08,1.3725720936480384e-08,2.903387223860077e-08
200,GIVN.S,2024-01-29,1.032187935042874e-07,5.834461997756144e-08,1.4809296703101336e-07
201,GIVN.S,2024-01-30,3.3032700026003786e-09,-1.1799683978813921e-08,1.8406223984014677e-08
202,GIVN.S,2024-01-31,1.4849620185500644e-08,5.274673864105926e-09,2.4424566506895362e-08
203,GIVN.S,2024-02-01,1.1814695358806828e-08,4.535485308769865e-09,1.909390540884379e-08
204,GIVN.S,2024-02-02,6.477280450409363e-09,-3.124330893713151e-09,1.6078891794531876e-08
205,GIVN.S,2024-02-05,2.135059569896678e-08,3.960813690992208e-09,3.8740377706941353e-08
206,GIVN.S,2024-02-06,4.227708255711447e-08,1.8303630868622197e-08,6.625053424560674e-08
207,GIVN.S,2024-02-07,7.492127315809725e-09,1.853426127843372e-09,1.313082850377608e-08
208,GIVN.S,2024-02-08,2.7645565962153116e-09,-3.032777372239127e-09,8.56189056466975e-09
209,GIVN.S,2024-02-09,3.027460244157872e-08,2.2334733528599678e-08,3.821447135455776e-08
210,GIVN.S,2024-02-12,5.7168222557144e-09,2.640121559132541e-10,1.1169632355515546e-08
211,GIVN.S,2024-02-13,6.021140239637997e-09,2.835798555664365e-09,9.206481923611629e-09
212,GIVN.S,2024-02-14,3.3231462615229958e-09,1.9309557273053644e-10,6.453196950315455e-09
213,GIVN.S,2024-02-15,1.571432238665623e-08,2.9924105617724367e-09,2.8436234211540026e-08
214,GIVN.S,2024-02-16,5.7889907744772636e-08,3.275139843842457e-08,8.30284170511207e-08
215,GIVN.S,2024-02-19,1.1737247766274213e-08,-1.5112298445252516e-08,3.858679397780094e-08
216,GIVN.S,2024-02-20,9.058066185424203e-09,-1.9844130706109717e-08,3.796026307695812e-08
217,GIVN.S,2024-02-21,5.722471619517553e-09,1.1433769214397572e-10,1.1330605546891131e-08
218,GIVN.S,2024-02-22,2.1695707623861035e-09,-9.895047786853674e-09,1.423418931162588e-08
219,GIVN.S,2024-02-23,3.6447001327797913e-09,-9.382176183728384e-10,8.227617883932422e-09
220,GIVN.S,2024-02-26,8.495487619383526e-09,-8.364289130576386e-09,2.535526436934344e-08
221,GIVN.S,2024-02-27,1.0735878574130967e-08,-1.888955546391988e-08,4.036131261218181e-08
222,GIVN.S,2024-03-07,4.612652544662805e-09,3.445172082756557e-10,8.880787881049953e-09
223,GIVN.S,2024-03-08,1.608856026457281e-08,1.1466662688414882e-08,2.071045784073074e-08
224,GIVN.S,2024-03-11,3.5867017693402274e-09,1.1726059875609247e-09,6.0007975511195305e-09
225,GIVN.S,2024-03-12,3.0484814173392487e-08,8.509757614144607e-09,5.2459870732640366e-08
226,GIVN.S,2024-03-13,5.2208135581583874e-09,2.9288743776433936e-09,7.512752738673382e-09
227,GIVN.S,2024-03-14,8.209384143513521e-09,-6.435848138065039e-09,2.285461642509208e-08
228,GIVN.S,2024-03-15,1.4653200394133096e-08,1.0226196721918943e-08,1.908020406634725e-08
229,GIVN.S,2024-03-18,5.038242380853846e-09,2.1322278386577887e-09,7.944256923049903e-09
230,KUD.S,2023-12-21,4.7169731671081674e-07,-9.125145085819941e-07,1.8559091420036276e-06
231,KUD.S,2023-12-22,2.9245959745669665e-08,2.5752602102505434e-08,3.27393173888339e-08
232,KUD.S,2023-12-27,5.808800117306131e-08,-3.1853777578720947e-07,4.3471377813333214e-07
233,KUD.S,2023-12-28,8.765679289424149e-10,-8.30070206856651e-08,8.476015654354993e-08
234,KUD.S,2023-12-29,3.7317485745595407e-08,-1.3777999454958958e-07,2.124149660407804e-07
235,KUD.S,2024-01-03,7.923303464678594e-08,5.8549103740578376e-08,9.991696555299349e-08
236,KUD.S,2024-01-04,3.0072599319249146e-07,3.754043894251236e-08,5.639115474424706e-07
237,KUD.S,2024-01-05,7.405489496712442e-07,-1.4075300776349586e-06,2.8886279769774472e-06
238,KUD.S,2024-01-08,8.308213372453475e-06,-1.2330887805284028e-05,2.894731455019098e-05
239,KUD.S,2024-01-09,1.9783549833542868e-07,-1.3521844118074494e-06,1.7478554084783069e-06
240,KUD.S,2024-01-10,3.0485346481470027e-07,2.752818178801392e-07,3.344251117492613e-07
241,KUD.S,2024-01-11,9.14509025225887e-05,-0.0085748954891357,0.008757797294180879
242,KUD.S,2024-01-12,5.515067256032955e-06,-1.3704810629953814e-05,2.4734945142019723e-05
243,KUD.S,2024-01-15,2.8334871706271534e-07,-3.541498203762377e-07,9.208472545016684e-07
244,KUD.S,2024-01-16,0.00011606110600555321,-0.000318559591839873,0.0005506818038509794
245,KUD.S,2024-01-17,3.7530154803232313e-07,-8.768800043308827e-09,7.593718961079551e-07
246,KUD.S,2024-01-18,3.288059167271872e-07,2.952362361724369e-07,3.623755972819375e-07
247,KUD.S,2024-01-19,3.385068116109091e-09,-2.5927015550060415e-07,2.660402917328223e-07
248,KUD.S,2024-01-22,1.227021662259658e-07,5.6642178492634345e-08,1.8876215395929724e-07
249,KUD.S,2024-01-23,1.1551279697256917e-07,-2.0674965971792736e-06,2.2985221911244116e-06
250,KUD.S,2024-01-24,1.4147651241409351e-08,-9.44321661217043e-08,1.22727468604523e-07
251,KUD.S,2024-01-25,8.633431303995967e-08,-1.8568660987266734e-07,3.5835523595258666e-07
252,KUD.S,2024-01-26,4.986889612125116e-07,-3.7746361417313227e-06,4.772014064156346e-06
253,KUD.S,2024-01-29,-1.6020138720079874e-07,-1.3219983985734865e-06,1.0015956241718891e-06
254,KUD.S,2024-01-30,1.975055434126472e-05,1.7703192061014909e-06,3.773078947642795e-05
255,KUD.S,2024-01-31,2.1053386597504894e-07,-4.1974972030148203e-07,8.408174522515799e-07
256,KUD.S,2024-02-01,-2.741729723520692e-06,-0.00010954502882612821,0.00010406156937908681
257,KUD.S,2024-02-02,-3.7014638009796017e-07,-5.403865340024011e-06,4.66357257982809e-06
258,KUD.S,2024-02-05,9.115631950142015e-08,7.57839554965633e-08,1.06528683506277e-07
259,KUD.S,2024-02-06,8.652009743714089e-07,-1.2580198309125056e-07,1.8562039318340683e-06
260,KUD.S,2024-02-07,-1.5213976571508126e-07,-4.026563153918057e-07,9.837678396164314e-08
261,KUD.S,2024-02-08,1.3936694769337744e-07,-4.899094542210497e-07,7.686433496078045e-07
262,KUD.S,2024-02-09,7.322446131953778e-08,1.0168922001545873e-08,1.3628000063752967e-07
263,KUD.S,2024-02-12,4.6744102534601567e-08,-1.782227841104251e-07,2.7171098917962824e-07
264,KUD.S,2024-02-13,2.5506000444829797e-05,-3.637261404751791e-05,8.73846149371775e-05
265,KUD.S,2024-02-14,3.674070716947459e-07,1.5300764839121644e-07,5.818064949982754e-07
266,KUD.S,2024-02-15,6.643954143910649e-08,-4.379372345999414e-07,5.708163174781544e-07
267,KUD.S,2024-02-16,5.799725727413508e-08,-2.1313892621961599e-07,3.2913344076788616e-07
268,KUD.S,2024-02-19,5.627520753570589e-09,-3.3776189758549353e-09,1.4632660482996113e-08
269,KUD.S,2024-02-20,1.9104720827311798e-08,-6.611799548124105e-08,1.0432743713586464e-07
270,KUD.S,2024-02-21,1.4488231456795064e-07,-1.7813188547478193e-07,4.678965146106832e-07
271,KUD.S,2024-02-22,5.751744765015959e-07,1.3616539138980985e-08,1.136732413864211e-06
272,KUD.S,2024-02-23,5.137381693813267e-07,1.7420012673255358e-07,8.532762120300999e-07
273,KUD.S,2024-02-26,4.4132198590416327e-08,-1.7096211090979303e-07,2.5922650809062565e-07
274,KUD.S,2024-02-27,-8.118430669117892e-09,-7.20043640458567e-08,5.576750270762091e-08
275,KUD.S,2024-02-28,1.4991357104525222e-08,-7.459998332394166e-07,7.75982547448467e-07
276,KUD.S,2024-02-29,2.4908127341487075e-08,-4.021165520463406e-08,9.002790988760821e-08
277,KUD.S,2024-03-01,6.677387428885507e-07,-1.042366030785244e-07,1.439714088855626e-06
278,KUD.S,2024-03-04,-3.9560986352026636e-08,-5.738324016650518e-07,4.947104289609985e-07
279,KUD.S,2024-03-05,2.7128153198313226e-08,-2.927139881692007e-07,3.469702945658271e-07
280,KUD.S,2024-03-06,1.6146213954699576e-08,-2.8734111928257995e-07,3.1963354719197913e-07
281,KUD.S,2024-03-07,2.5595505394411685e-06,-0.0001396114097335659,0.00014473051081244825
282,KUD.S,2024-03-08,1.6343442192234021e-06,-8.350978904439131e-06,1.1619667342885935e-05
283,KUD.S,2024-03-11,1.3996640790897985e-07,-1.333442149201357e-07,4.132770307380954e-07
284,KUD.S,2024-03-12,4.6086062761752853e-07,-2.0623475861833894e-07,1.127956013853396e-06
285,KUD.S,2024-03-13,1.7469933031194892e-06,-6.021328384435759e-07,4.096119444682555e-06
286,KUD.S,2024-03-14,4.066477379958982e-08,-5.457502730627965e-08,1.3590457490545928e-07
287,KUD.S,2024-03-15,3.261577069368805e-08,2.258403705711031e-08,4.2647504330265796e-08
288,KUD.S,2024-03-18,6.329500448257264e-08,-2.817839838270494e-07,4.083739927921947e-07
289,LISN.S,2023-12-21,4.70317189143082e-06,1.6613600954628053e-06,7.744983687398836e-06
290,LISN.S,2023-12-22,2.6422475593157173e-06,-3.239643943809031e-07,5.608459513012338e-06
291,LISN.S,2023-12-27,9.14787630077648e-06,1.5229728812118131e-07,1.814345531343178e-05
292,LISN.S,2023-12-28,5.057420071066381e-05,3.3353792853284535e-05,6.779460856804308e-05
293,LISN.S,2023-12-29,2.414480606399841e-05,7.333050821213736e-06,4.095656130678308e-05
294,LISN.S,2024-01-03,5.823011489779156e-05,-6.460389012301618e-05,0.0001810641199185993
295,LISN.S,2024-01-04,1.2151301078506652e-05,-6.331279907677559e-06,3.063388206469086e-05
296,LISN.S,2024-01-05,1.6577444194386054e-05,2.8688638023559533e-06,3.0286024586416156e-05
297,LISN.S,2024-01-08,8.436811230271765e-06,-3.535757309952908e-06,2.0409379770496437e-05
298,LISN.S,2024-01-09,2.321909062446184e-05,5.01855090074169e-06,4.141963034818199e-05
299,LISN.S,2024-01-10,6.203054521899905e-06,-5.140794682355136e-08,1.2457516990623363e-05
300,LISN.S,2024-01-11,6.3080578507040055e-06,8.424540877926534e-07,1.1773661613615358e-05
301,LISN.S,2024-01-12,1.5420225741723133e-05,6.725391754460813e-06,2.4115059728985452e-05
302,LISN.S,2024-01-15,2.548150301919449e-05,1.1285929148103393e-05,3.967707689028559e-05
303,LISN.S,2024-01-16,9.00556357355433e-06,5.582336850102321e-06,1.2428790297006338e-05
304,LISN.S,2024-01-17,2.574986706957306e-06,1.251128756951657e-06,3.8988446569629545e-06
305,LISN.S,2024-01-18,2.594486405334564e-06,4.901733236578425e-07,4.698799487011285e-06
306,LISN.S,2024-01-19,8.458856204137574e-06,4.139005765262416e-06,1.2778706643012732e-05
307,LISN.S,2024-01-22,6.209387859570605e-06,3.2542730941317237e-06,9.164502625009487e-06
308,LISN.S,2024-01-23,1.028864340558672e-05,5.372854162617134e-06,1.5204432648556306e-05
309,LISN.S,2024-01-24,5.433531982339174e-06,2.0253407724372803e-06,8.841723192241068e-06
310,LISN.S,2024-01-25,5.85073936208956e-05,2.741714932320035e-05,8.959763791859085e-05
311,LISN.S,2024-01-26,5.9486201613697965e-05,2.086654025086578e-05,9.810586297653016e-05
312,LISN.S,2024-01-29,1.6993185099286408e-05,-3.1443726886201306e-06,3.713074288719294e-05
313,LISN.S,2024-01-30,2.366069438807831e-05,2.115238727114258e-06,4.5206150049042365e-05
314,LISN.S,2024-01-31,3.46652299456295e-06,-4.773000135497062e-08,6.9807759904808704e-06
315,LISN.S,2024-02-01,1.8093811934232742e-05,-2.376120587442404e-05,5.9948829742889525e-05
316,LISN.S,2024-02-02,8.758790700089147e-06,2.923287473778664e-07,1.7225252652800426e-05
317,LISN.S,2024-02-05,2.0310776152232115e-05,1.3333191264969421e-05,2.728836103949481e-05
318,LISN.S,2024-02-06,7.258081454549308e-06,2.2772588943395293e-06,1.2238904014759088e-05
319,LISN.S,2024-02-07,4.417115019151906e-06,2.2068099968459835e-06,6.6274200414578285e-06
320,LISN.S,2024-02-08,8.618661376369464e-06,5.572612382588532e-06,1.1664710370150395e-05
321,LISN.S,2024-02-09,8.682802433805738e-06,-6.298048365005094e-06,2.3663653232616572e-05
322,LISN.S,2024-02-12,1.3272413322291995e-05,3.2871924520563266e-06,2.3257634192527664e-05
323,LISN.S,2024-02-13,2.6297933305032663e-06,8.15862322094578e-07,4.443724338911955e-06
324,LISN.S,2024-02-14,4.249058809460168e-06,4.269237807820227e-07,8.071193838138314e-06
325,LISN.S,2024-02-15,8.996109076708135e-06,5.696586559847854e-06,1.2295631593568417e-05
326,LISN.S,2024-02-16,7.800526145050301e-06,2.043878227990726e-06,1.3557174062109877e-05
327,LISN.S,2024-02-19,1.0110597999243504e-05,4.523281512203154e-06,1.5697914486283854e-05
328,LISN.S,2024-02-20,2.16824219374262e-05,1.347957689779692e-06,4.201688618507271e-05
329,LISN.S,2024-02-21,7.973983934468745e-06,1.645788406634343e-06,1.4302179462303148e-05
330,LISN.S,2024-02-22,1.9629922314343847e-06,-3.306539884227008e-06,7.2325243470957775e-06
331,LISN.S,2024-02-23,9.66648422271062e-06,3.926046012013249e-06,1.540692243340799e-05
332,LISN.S,2024-02-26,5.486477590546945e-06,2.3491509225705148e-06,8.623804258523376e-06
333,LISN.S,2024-02-27,2.1058875489982315e-06,3.471398823011804e-07,3.8646352156952825e-06
334,LISN.S,2024-02-28,2.9957632076699364e-06,1.3135921154424526e-06,4.67793429989742e-06
335,LISN.S,2024-02-29,6.041665704468636e-07,-6.203854040164591e-07,1.8287185449101863e-06
336,LISN.S,2024-03-01,7.327994669044717e-07,-1.57041000040337e-06,3.0360089342123137e-06
337,LISN.S,2024-03-04,2.10792222384653e-06,3.858643795192791e-07,3.8299800681737805e-06
338,LISN.S,2024-03-05,2.03679234377255e-06,-6.474468781237481e-07,4.721031565668848e-06
339,LISN.S,2024-03-06,5.909078384362893e-06,9.795249302347977e-07,1.0838631838490989e-05
340,LISN.S,2024-03-07,3.15482084336668e-06,2.052763707038638e-06,4.256877979694722e-06
341,LISN.S,2024-03-08,1.2864380171250801e-06,-5.762105114880591e-07,3.1490865457382196e-06
342,LISN.S,2024-03-11,1.0862670131083077e-05,3.230490066301709e-06,1.8494850195864444e-05
343,LISN.S,2024-03-12,8.66093702534818e-06,3.61221759310074e-06,1.3709656457595623e-05
344,LISN.S,2024-03-13,1.126881309899737e-06,1.8178990280130694e-07,2.0719727169981673e-06
345,LISN.S,2024-03-14,6.154017575341322e-07,-1.088410165769045e-06,2.3192136808373093e-06
346,LISN.S,2024-03-15,1.1700807350928712e-07,-1.2088178603071e-07,3.5489793304928424e-07
347,LISN.S,2024-03-18,2.360970181682784e-06,1.401716922317217e-07,4.581768671133847e-06
348,LONN.S,2023-12-21,1.5846568213576326e-09,5.4806598694226015e-11,3.1145070440210394e-09
349,LONN.S,2023-12-22,2.1578980281730234e-09,1.7016889035011609e-09,2.614107152844886e-09
350,LONN.S,2023-12-27,8.181472374000259e-10,5.159931438507267e-10,1.120301330949325e-09
