Ticker,Date,Gamma Estimate,Gamma Significance,Eta Estimate,Eta Significance,Full Model Significance,CI Lower Bound (Gamma),CI Upper Bound (Gamma),F-statistic,Model p-value,Model Significance
SIKA,2024-02-08,3.24359679370607e-10,True,1.4923050848010394e-05,True,True,9.586383035000239e-11,5.528555283912116e-10,6.187664313687804,0.002098959499210754,True
SIKA,2024-02-09,1.2059226853463783e-09,True,3.499942517288047e-05,False,False,5.146252455923251e-10,1.8972201251004315e-09,7.575657960989878,0.0005311924869497324,True
SIKA,2024-02-12,2.1357547874068184e-09,True,-1.4465424290954418e-05,False,False,1.7728390676121312e-09,2.4986705072015057e-09,68.3113703797502,2.11791396756849e-29,True
SIKA,2024-02-13,3.9137895642881595e-10,True,-1.1173652966909132e-05,False,False,8.850128265373186e-12,7.739077845922587e-10,2.148237434314265,0.11694122628906287,False
SIKA,2024-02-14,6.804222838941021e-10,True,-7.815379931172205e-06,False,False,4.2025646990135147e-10,9.405880978868527e-10,13.414624560963722,1.6634760764299013e-06,True
SIKA,2024-02-15,4.868928190243354e-10,True,-1.546009650099492e-05,False,False,2.421468033921747e-10,7.316388346564961e-10,7.9574662562787495,0.00035953509227579515,True
SIKA,2024-02-16,4.3651063416452453e-10,True,1.0923976498402321e-05,False,False,1.9571921110503117e-10,6.773020572240178e-10,6.493767449489102,0.0015314616294307389,True
SIKA,2024-02-19,5.023605256582999e-10,True,-1.7507366669861715e-06,False,False,2.770890988684876e-10,7.276319524481122e-10,9.577377793090022,7.219975880572609e-05,True
SIKA,2024-02-20,5.77232242968451e-10,True,3.997023283087268e-06,False,False,2.857992379503784e-10,8.686652479865236e-10,7.615935850351787,0.0005084082786229156,True
SIKA,2024-02-21,1.98271079394872e-10,True,-2.481800355663791e-06,False,False,4.7717812424437224e-11,3.4882434636530674e-10,3.371776318553584,0.03454739268653415,True
SIKA,2024-02-22,3.702970381965099e-10,False,5.246980112236015e-06,False,False,-1.151383512098304e-11,7.521079115140028e-10,1.8278533213192556,0.16094783015599795,False
SIKA,2024-02-23,5.127330439342129e-10,True,-3.0756505326251414e-06,False,False,1.0352542496890152e-10,9.219406628995243e-10,3.0395405975021483,0.04814130772802803,True
SIKA,2024-02-26,9.266941292033652e-10,True,-1.3073719571767482e-05,False,False,2.1209023670033629e-10,1.6412980217063942e-09,3.4400963223191354,0.032347163342353935,True
