,Date,ABBN,CLN,DOKA,GIVN,KUD,LISN,LONN,NESN,SCHN,SCMN,SIKA,SRENH,UBSG,UHR,VLRT,ABBN_30d_MA,CLN_30d_MA,DOKA_30d_MA,GIVN_30d_MA,KUD_30d_MA,LISN_30d_MA,LONN_30d_MA,NESN_30d_MA,SCHN_30d_MA,SCMN_30d_MA,SIKA_30d_MA,SRENH_30d_MA,UBSG_30d_MA,UHR_30d_MA,VLRT_30d_MA,ABBN_Expanding_Avg,CLN_Expanding_Avg,DOKA_Expanding_Avg,GIVN_Expanding_Avg,KUD_Expanding_Avg,LISN_Expanding_Avg,LONN_Expanding_Avg,NESN_Expanding_Avg,SCHN_Expanding_Avg,SCMN_Expanding_Avg,SIKA_Expanding_Avg,SRENH_Expanding_Avg,UBSG_Expanding_Avg,UHR_Expanding_Avg,VLRT_Expanding_Avg,ABBN_Avg,CLN_Avg,DOKA_Avg,GIVN_Avg,KUD_Avg,LISN_Avg,LONN_Avg,NESN_Avg,SCHN_Avg,SCMN_Avg,SIKA_Avg,SRENH_Avg,UBSG_Avg,UHR_Avg,VLRT_Avg
24,2024-01-30,4.217988084000835e-11,2.810001755915055e-10,5.5863941970408584e-08,3.316990857738062e-09,1.981748898771245e-05,2.3634083194785416e-05,4.75166505518465e-10,1.8114503331203745e-11,3.1542462926367364e-08,1.2891558895949342e-09,5.570731127724894e-10,3.2073455432730536e-10,1.187512864521075e-11,5.587499379497629e-10,,,,,,,,,,,,,,,,,8.02288290417812e-11,5.166709210107836e-10,1.0936658962808112e-07,2.3162613786801248e-08,-1.057851605971465e-05,1.913029419567515e-05,2.379098813595225e-09,4.333619907265456e-11,2.7511345398142362e-08,5.4660091485638e-09,6.230054481817828e-10,2.7108311842981376e-10,4.237043349171621e-11,1.8585211280413233e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
25,2024-01-31,4.111685139253453e-11,1.0263194563770063e-09,1.6724126798213285e-07,1.49986738836386e-08,1.2891042574885353e-07,3.45568563991296e-06,8.787647644842372e-10,-5.505469328301143e-12,3.1084491122476355e-08,1.1489786596133995e-09,3.758135305490997e-10,1.5370098452978043e-10,2.5361963996585088e-11,1.906111593949139e-09,0.0,,,,,,,,,,,,,,,,7.872452220911786e-11,5.362727877556383e-10,1.1159253879554465e-07,2.2848616098218068e-08,-1.01666919641199e-05,1.8527424635838144e-05,2.3213936578601873e-09,4.145767336492549e-11,2.767376111288482e-08,5.2999695143734e-09,6.134980667343718e-10,2.6656842097212016e-10,4.171626158805732e-11,1.860424746677636e-09,0.004840889536881198,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
26,2024-02-01,5.955766603583369e-11,1.4139081376623564e-10,5.521686108032432e-08,1.1814129603595541e-08,-2.343718755928065e-06,1.791643988631009e-05,3.595506767415783e-10,1.4563430340508365e-11,7.959271989004429e-08,1.8428025675479314e-09,7.007947250004946e-10,1.3583691790608609e-10,4.4547738255604726e-11,5.007180274876392e-10,,,,,,,,,,,,,,,,,7.801463864714438e-11,5.216475294597345e-10,1.0950455073201797e-07,2.243993141323205e-08,-9.87695221566835e-06,1.8504795571040813e-05,2.248732806707646e-09,4.0461590289947085e-11,2.993110714667436e-08,5.171926294120604e-09,6.167312762997838e-10,2.617265134511559e-10,4.1821131094262786e-11,1.8081283344010976e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
27,2024-02-02,4.119497568106933e-11,2.5443285296543417e-10,7.787121893972259e-08,6.604920447084861e-09,-2.9129272899241975e-07,8.660250913793898e-06,1.3939934783891954e-10,8.130078785255185e-12,2.0948180458957928e-08,1.668127650355173e-09,1.880769590936994e-09,1.7592764332785288e-10,9.277485970054072e-12,3.0853622312116567e-10,0.081162294419904,,,,,,,,,,,,,,,,7.669965068407027e-11,5.121041481563666e-10,1.0837478888229313e-07,2.187439530729822e-08,-9.534607234001352e-06,1.8153204690424848e-05,2.173399468890906e-09,3.93068934504938e-11,2.9556818534686176e-08,5.046790628271839e-09,6.618755018225413e-10,2.586622680896094e-10,4.0658858054112474e-11,1.7525878858351743e-09,0.00908096758593802,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
28,2024-02-05,3.1625215843415747e-11,2.477935397704096e-10,1.701828665259339e-07,2.247580466027777e-08,9.129798997434856e-08,2.0955724136842546e-05,2.861932155825965e-09,3.7773667604594096e-11,1.2912852961687116e-08,8.468078394166924e-10,3.878864136667815e-10,1.5579914882825072e-10,6.306472924078974e-11,7.219535235962087e-10,4.9523542459672674e-05,,,,,,,,,,,,,,,,7.514535982749597e-11,5.029899892465061e-10,1.1050610190448765e-07,2.1895133560849242e-08,-9.202679467657361e-06,1.8249843292025458e-05,2.1971419753369424e-09,3.925402359373864e-11,2.889105991176621e-08,4.9019636355526965e-09,6.524276022309633e-10,2.5511526397714877e-10,4.1431474301928934e-11,1.7157795157552112e-09,0.00860562842575495,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
29,2024-02-06,4.086305490306199e-11,7.546117409971102e-11,6.665267447562806e-08,4.2247077953036026e-08,7.175996693921325e-07,7.312060516537158e-06,6.658114855566938e-10,1.0611983242154087e-11,2.919157623057515e-08,1.829303109873584e-09,3.80035682449997e-10,5.467401163456102e-10,1.6028175084304828e-11,6.430435828051952e-10,0.0,7.400261633001485e-11,4.887390287416129e-10,1.0904432099019232e-07,2.2573531707255468e-08,-8.872003496422379e-06,1.7885250532842514e-05,2.1460976256776006e-09,3.8299288915352485e-11,,4.799541618030059e-09,6.433478715715979e-10,2.6483609238943077e-10,4.058469766134146e-11,,,7.400261633001485e-11,4.887390287416129e-10,1.0904432099019232e-07,2.2573531707255468e-08,-8.872003496422379e-06,1.7885250532842514e-05,2.1460976256776006e-09,3.8299288915352485e-11,2.8902618231720403e-08,4.799541618030059e-09,6.433478715715979e-10,2.6483609238943077e-10,4.058469766134146e-11,1.6787886215155554e-09,0.0081753470044672,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
30,2024-02-07,5.976942106635331e-11,4.031920434462297e-10,6.605257350604578e-08,7.518472171255914e-09,-1.6844821506810596e-07,4.4181654691979545e-06,2.2255980411941483e-09,2.2736095350096128e-11,7.672461315933058e-09,1.2047934473066815e-09,1.0626256699074646e-09,2.126399466700447e-10,1.2302079723652316e-11,5.698128004735028e-10,,7.258981583154324e-11,4.886362930447836e-10,1.095551662619272e-07,2.2242776790329598e-08,-8.893186632312016e-06,1.7873004567101058e-05,2.1676741349065825e-09,3.8027399373701396e-11,,4.4723432377567845e-09,6.566805680256308e-10,2.5889212824680677e-10,3.959525455096011e-11,1.6418227608141537e-09,,7.354348099892898e-11,4.859794485707941e-10,1.0765749042618759e-07,2.2087884625449027e-08,-8.591243648636758e-06,1.7450828434015273e-05,2.1486621552103927e-09,3.7797250413247443e-11,2.8116316123728276e-08,4.683581999619628e-09,6.568729618404968e-10,2.6315234575332157e-10,3.967235514722246e-11,1.6418227608141537e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
31,2024-02-08,1.4399994650170094e-10,1.4852718895198258e-08,4.248877247907366e-07,2.7898524280947844e-09,1.8525527779294174e-07,9.267925210537864e-06,2.0958753355102733e-09,,5.1554311359261255e-09,4.4344665070012245e-09,3.24359679370607e-10,1.0316715618201368e-10,3.343516253556909e-11,6.52662291326545e-10,,7.488605716937852e-11,9.5996831503959e-10,1.2170022924384935e-07,2.1770631847960073e-08,-8.88802787601534e-06,1.8092884425565e-05,2.165563228134395e-09,,,4.524489645153186e-09,6.240543075731502e-10,2.586372069225269e-10,3.8376030287011727e-11,1.6474642634271817e-09,,7.57452455458906e-11,9.349400562779022e-10,1.1757093525007976e-07,2.148482111928171e-08,-8.316978057185829e-06,1.7195112708281602e-05,2.147012567094764e-09,,2.7296284517021056e-08,4.675797140475303e-09,6.464819217633127e-10,2.5815280857921823e-10,3.9477442878108287e-11,1.6099143585726178e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
32,2024-02-09,6.650494297487004e-11,2.703582558362847e-09,2.3046918708228537e-07,3.027648938736839e-08,7.754592993461548e-08,6.6346680181369856e-06,2.0202211884594067e-09,1.0317101243945389e-10,2.68703051260396e-07,9.923167888193752e-10,1.2059226853463783e-09,2.7698677954741864e-10,3.696777427377349e-11,2.876038803963232e-09,,7.450530125141302e-11,1.0385839549597e-09,1.2625103544497296e-07,2.2253802990104507e-08,-8.886189761323372e-06,1.800529262316795e-05,2.205599451813997e-09,3.9623669048989474e-11,,3.1868000667551345e-09,6.315178605236594e-10,2.101911078869227e-10,3.882613292624353e-11,1.688977627031404e-09,,7.54652363770718e-11,9.885352836138097e-10,1.2099209439651023e-07,2.175123530922373e-08,-8.062598542424605e-06,1.6875099232822677e-05,2.1431704041058134e-09,3.984018047656639e-11,3.562065578403399e-08,4.5641765237584565e-09,6.634346721749207e-10,2.5872353497219395e-10,3.9401392314340565e-11,1.6494807474910746e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
33,2024-02-12,3.666148578770608e-11,9.310508863865223e-10,1.232590047743779e-07,5.716754933206038e-09,1.8862657974886107e-08,1.3272878441140484e-05,6.396156429477169e-10,1.0069441664002807e-11,1.8108517581091116e-08,1.884381734126817e-09,2.1357547874068184e-09,1.3356510031665696e-10,3.7685285563378905e-11,2.9855269880710645e-10,0.0016862793808556,7.340577521571807e-11,9.993030020313897e-10,1.2605419740123233e-07,2.130927950947496e-08,-8.885479878984293e-06,1.675596726930091e-05,2.2014645926963436e-09,3.848128848454384e-11,3.5036917843935885e-08,3.1525247542021834e-09,6.845563569228704e-10,2.031795080820005e-10,3.703576130723318e-11,1.6748284809006634e-09,,7.432394959503163e-11,9.868445660483013e-10,1.210587682311534e-07,2.1279632945223208e-08,-7.824908507118736e-06,1.676915156247908e-05,2.0989482052482227e-09,3.8938036876185675e-11,3.5036917843935885e-08,4.485359029945761e-09,7.067382049758589e-10,2.550424045411488e-10,3.9350918586371106e-11,1.6085435338945908e-09,0.00786634378429522,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
34,2024-02-13,6.920369544140358e-11,6.030508327400946e-10,1.6082142001162439e-07,6.0454134388639106e-09,4.0509442084757326e-05,2.840081612805674e-06,6.532236045498117e-10,3.9998261909830356e-11,8.686679461448722e-08,1.1669572306952835e-09,3.91378956428816e-10,1.0835691641203092e-10,3.3387406740255106e-11,5.194548694396741e-10,,7.08175774641272e-11,1.0074129716387882e-09,1.2848213159119255e-07,2.0987767414960257e-08,-7.536155603103632e-06,1.604902196925056e-05,2.200235605160201e-09,3.8912885342430623e-11,3.727122012608801e-08,3.1598527972979794e-09,6.85531679534537e-10,1.9730155666709493e-10,3.6939158444187616e-11,1.6745484237623667e-09,,7.417765661921368e-11,9.75879030810924e-10,1.221948439963097e-07,2.08443695307558e-08,-6.443927061636563e-06,1.6371178135345555e-05,2.057641788085411e-09,3.896921996541052e-11,3.670884935266335e-08,4.390547549967177e-09,6.977279407316577e-10,2.5085139059460256e-10,3.918053253362494e-11,1.5765115143517991e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
35,2024-02-14,5.3292265115125466e-11,9.027900430057587e-10,3.757005963096905e-08,3.3462002533207037e-09,3.920431821153823e-07,4.261065659180561e-06,7.591466408362583e-10,,2.6894900384380525e-08,1.276504630225939e-09,6.804222838941021e-10,1.548490417889367e-10,6.22284751233524e-11,2.102385768311657e-09,1.882153102949499e-05,7.085819208375536e-11,1.0300015483241925e-09,1.2751701911023023e-07,2.0682230320647432e-08,-7.52572668185666e-06,1.4218816336527078e-05,2.1874094653821632e-09,,3.423145191249897e-08,3.145361693963599e-09,6.901347282454169e-10,1.984910369516731e-10,3.8216041366899664e-11,1.7100287285373104e-09,,7.359750685521125e-11,9.738487811496694e-10,1.1984415554171693e-07,2.035830927304927e-08,-6.25403899931012e-06,1.6034786122118752e-05,2.021572478439601e-09,,3.6402163447404516e-08,4.304046357752142e-09,6.972472280417256e-10,2.4818465868333406e-10,3.982075316111737e-11,1.5915364930363666e-09,0.007509638227328597,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
36,2024-02-15,5.960657416504686e-11,6.884846964835816e-11,2.758607658951844e-06,1.572927080433127e-08,6.897349314550437e-08,9.066825268016184e-06,3.697529435500852e-10,2.6856019394092303e-11,9.731653895329232e-09,1.7866675569954282e-09,4.868928190243353e-10,3.4236335706677507e-10,6.292874712265587e-11,8.45897551800547e-10,5.0128120194143e-05,6.786445513740167e-11,1.0194781627987213e-09,2.1632342078192892e-07,1.8524257530696095e-08,-7.534061164635669e-06,1.410819980667265e-05,1.3086690259275702e-09,3.917079890935747e-11,3.4063534477832213e-08,2.4162756823482777e-09,6.786426063530055e-10,2.0447134489966624e-10,3.928166516821837e-11,1.7254005895638541e-09,,7.321937353926086e-11,9.493893132712555e-10,1.9116208806631495e-07,2.023320012524608e-08,-6.083146769784292e-06,1.584646285579165e-05,1.9769287072263707e-09,3.862312852051572e-11,3.5593966188250713e-08,4.236009092866825e-09,6.915619737439582e-10,2.507300289099136e-10,4.044529353845624e-11,1.5708243002242603e-09,0.007185311700931446,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
37,2024-02-16,6.268655638460389e-11,4.868958213692826e-10,6.312758332123455e-08,5.8002115582689786e-08,9.217103349910473e-08,7.729151306035011e-06,2.735910541641834e-10,4.189961353648055e-11,1.8527646384019164e-08,2.6812341440027622e-09,4.365106341645245e-10,8.741737726418666e-10,2.9022090331088486e-11,5.390966319265506e-10,,6.787492500107452e-11,1.0279714173126106e-09,2.1713073665429577e-07,2.013234762087098e-08,-7.567483395376167e-06,1.3799346458908986e-05,1.297694572906808e-09,3.9386532050343104e-11,3.4151921146716276e-08,2.4550917995197722e-09,6.777891382186164e-10,2.213703353460385e-10,3.77928483298029e-11,1.6343303087510228e-09,,7.29421941404541e-11,9.37218431905414e-10,1.87792758994076e-07,2.1227118953073548e-08,-5.920638406539992e-06,1.563284939395595e-05,1.9321040321457867e-09,3.871414199318141e-11,3.5092015605773316e-08,4.195093962633561e-09,6.848500963866048e-10,2.6713644321864913e-10,4.014468292773604e-11,1.5429397686486467e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
38,2024-02-19,1.1495121926545048e-10,3.648342053008396e-10,2.050257499864543e-07,1.1927697160744204e-08,5.499188558214442e-09,1.048530522661592e-05,2.623063372502865e-10,1.8676101071360456e-11,4.423295112948008e-08,3.6448599353049505e-09,5.023605256582999e-10,7.80294766707382e-10,3.841459165833681e-11,2.898489977437011e-10,-2.1117830366476508e-05,6.67137769234756e-11,1.0330844963625164e-09,2.2208873379897773e-07,1.9307327445011335e-08,-7.740034009235678e-06,1.3864673359821735e-05,1.267434096604215e-09,3.9082842916126124e-11,3.554968499603407e-08,2.4124701089354826e-09,6.618277012586535e-10,2.4122001897875776e-10,3.785020280353003e-11,1.5211705725070007e-09,,7.401934863083861e-11,9.225419132745276e-10,1.8823463055798314e-07,2.098867224044972e-08,-5.768686160511833e-06,1.5500861081972873e-05,1.889288706635646e-09,3.8172573319618674e-11,3.535318519216494e-08,4.180985397830263e-09,6.801708766243406e-10,2.802943489491295e-10,4.0100321613136055e-11,1.5099636957300955e-09,0.006885043803794033,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
39,2024-02-20,7.195190496217359e-11,3.177806682048313e-10,4.3912864107955296e-08,8.878290103021873e-09,1.6690709685558577e-08,2.236412284437095e-05,1.2197068581794747e-09,,1.0498513118200272e-08,3.0409802340455902e-09,5.77232242968451e-10,2.378378563602085e-10,1.631685180040591e-11,3.5463105296552317e-10,,6.311574484668121e-11,1.0345427797896308e-09,2.1832857637074846e-07,1.942184496802043e-08,-7.740261356020863e-06,1.3808754710089839e-05,1.288947892928316e-09,,3.505822065541974e-08,2.4907560371056164e-09,6.63295835835037e-10,2.4543553418228874e-10,3.754434189377659e-11,1.4695092816716145e-09,,7.396766253912198e-11,9.074228821477853e-10,1.8462658639673243e-07,2.068591268701402e-08,-5.624051738756899e-06,1.5672442626032826e-05,1.8725491604242416e-09,,3.466277763455481e-08,4.1524852687356456e-09,6.775974107829433e-10,2.7923293663440645e-10,3.9505734867817806e-11,1.4803397818130551e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
40,2024-02-21,3.149946832265953e-11,1.0600691274646295e-09,7.802207773298835e-08,5.722100038766614e-09,1.1102446713900512e-07,8.161770117128156e-06,5.941484262071346e-10,,2.527869806827913e-07,6.036749230068743e-09,1.98271079394872e-10,5.652120959175063e-10,2.186753079340033e-11,5.356663835553918e-09,,6.171786669867605e-11,1.0542609750768611e-09,2.1711947648806825e-07,1.8647865240634433e-08,-7.748482816017551e-06,1.3876528957420786e-05,1.2934708752691982e-09,,4.1893213462251636e-08,2.6347044299830346e-09,6.40579321621334e-10,2.5587529819113927e-10,3.6828737582062064e-11,1.565849752017102e-09,,7.293185292408632e-11,9.111459613018546e-10,1.8202647642932402e-07,2.0320941646812866e-08,-5.484171831296023e-06,1.5489255491669298e-05,1.8413686547116293e-09,,4.0558026365588234e-08,4.198442926329136e-09,6.65906524651527e-10,2.8620803808033573e-10,3.907553476844177e-11,1.5772478831565766e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
41,2024-02-22,2.398194456608766e-11,3.413054070680698e-10,2.5008293598937128e-08,2.144629682350736e-09,5.63469964763027e-07,2.253033409734177e-06,3.3157125793229146e-10,1.2279259820800362e-11,2.7046131573155317e-08,1.0579346323038058e-09,3.7029703819650985e-10,6.088503420225821e-11,1.8596952316329244e-11,1.983130002277348e-09,,5.7711098883161664e-11,1.058445664896775e-09,2.1724356525104174e-07,1.736918110627852e-08,6.626467932651216e-06,1.3734433784534156e-05,1.2875181663918361e-09,3.67561774739118e-11,4.241365233002846e-08,2.520234784134871e-09,6.294187521024591e-10,2.496229280749041e-10,3.575722579834057e-11,1.5794673453752509e-09,,7.176637891556254e-11,8.975783290581931e-10,1.7828794826669577e-07,1.9888172314325673e-08,-5.340180359961283e-06,1.517410734686132e-05,1.8054210976454545e-09,3.7491170332807674e-11,4.020245018684e-08,4.123668919328533e-09,6.588682035454551e-10,2.808432046546672e-10,3.8587949471962896e-11,1.587147447037571e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
42,2024-02-23,2.955664376348169e-11,1.5847550444657234e-10,5.303031044603631e-08,3.6818053609988075e-09,4.947796587118171e-07,9.768909045041075e-06,1.6424256476258055e-09,3.0011930143244454e-11,2.042632472849225e-08,2.75160492285765e-09,5.127330439342129e-10,1.8758334630877587e-10,5.6178664681520476e-11,2.0371085049952984e-09,1.0038366957681733e-05,5.493226864086464e-11,1.0590095652894709e-09,2.1800496248814463e-07,1.6623822769358577e-08,6.51421654408978e-06,1.353833425118175e-05,1.2585642680478943e-09,3.342085565572277e-11,4.291865928551039e-08,2.4975483324116564e-09,6.377257033300134e-10,2.468134070445864e-10,3.643108659149804e-11,1.6118108818968933e-09,,7.078475716783973e-11,8.803898912765276e-10,1.753749799452851e-07,1.951128005959714e-08,-5.2044836153409785e-06,1.5048405060772476e-05,1.8016305057845326e-09,3.729939494333169e-11,3.9695370046882365e-08,4.0917604542943264e-09,6.554697114614727e-10,2.7867437073964646e-10,3.899703587218517e-11,1.597860805560374e-09,0.006610043586320578,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
43,2024-02-26,1.2231362868613416e-10,2.700890986026512e-10,4.0312091723698687e-08,8.491245287748105e-09,4.683877324802228e-08,5.5484105825854215e-06,2.7693530504156417e-10,1.8092787486074623e-11,9.908659197152206e-09,2.476504502764707e-09,9.266941292033651e-10,1.492991250444557e-10,1.3809749904817358e-10,5.256720560425144e-10,,5.598208000176918e-11,1.0308728055805935e-09,2.1431448251558334e-07,1.6388210596699373e-08,6.507892235109318e-06,1.281028976693809e-05,1.2290791523973903e-09,3.301113862589139e-11,4.192620159740237e-08,2.4625096745800606e-09,6.488038556043397e-10,2.4555171462115974e-10,3.836278553510359e-11,1.5084344539652264e-09,,7.195586788416461e-11,8.665194187157576e-10,1.7230536884933994e-07,1.9260824723873298e-08,-5.085135379236683e-06,1.4832496095359135e-05,1.7669783421312833e-09,3.681922975690026e-11,3.8950702275639106e-08,4.055050091759562e-09,6.616339027737885e-10,2.7573402424657394e-10,4.124931912618491e-11,1.5729261834785635e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
44,2024-02-27,6.312966861683588e-11,2.1204944001411547e-10,5.8251788346927056e-08,1.0557539312453272e-08,-1.182910201521712e-09,2.061198066568172e-06,1.0833835692337243e-09,1.3961430497089083e-11,9.263805383321051e-09,2.139538763815448e-09,3.9604000523756015e-10,2.8010092049637036e-10,3.2688424757765077e-11,7.884766321467486e-10,5.156818170764037e-06,5.555165465710143e-11,1.032122257613707e-09,2.1313088200459333e-07,1.6424455770100602e-08,2.1075175956426004e-06,1.2577274350911325e-05,1.2425208153154292e-09,3.272535827175127e-11,4.142201410014244e-08,2.494837004818945e-09,6.535385500838557e-10,2.47269535734272e-10,3.7970319260690716e-11,1.416783167981087e-09,,7.175973012266841e-11,8.519756414112766e-10,1.6977084483817521e-07,1.9067418381397296e-08,-4.972158657702569e-06,1.4548689472497113e-05,1.751787347178004e-09,3.6261722457880475e-11,3.822663161972891e-08,4.012483173360805e-09,6.557318161618722e-10,2.758310663854583e-10,4.105907702910891e-11,1.5550977845846586e-09,0.006356009479853278,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
